element,result
1,0.000006318092346191406
2,-0.00001043081283569336
3,-0.000012040138244628906
4,-0.000006079673767089844
5,0.000009894371032714844
6,0.000004887580871582031
7,0.0000095367431640625
8,-0.000018715858459472656
9,-0.000005841255187988281
10,0.0000030994415283203125
11,0.000016361474990844727
12,-0.000014841556549072266
13,0.0000045299530029296875
14,-5.960464477539062E-7
15,-0.000004410743713378906
16,-0.000012099742889404297
17,0.000006318092346191406
18,0.0000026226043701171875
19,-0.0000020265579223632812
20,0.000006556510925292969
21,0.000008404254913330078
22,-0.0000011920928955078125
23,0.0000014007091522216797
24,0.000004827976226806641
25,0.000016033649444580078
26,-0.000005602836608886719
27,-0.0000034570693969726562
28,-0.0000044405460357666016
29,-0.00001055002212524414
30,0.00000762939453125
31,0.00000476837158203125
32,2.086162567138672E-7
33,0.000004291534423828125
34,0.0000057220458984375
35,-0.000008761882781982422
36,0.000013768672943115234
37,-0.000005245208740234375
38,-0.0000011920928955078125
39,0.0000035762786865234375
40,0.0000027418136596679688
41,0.000007152557373046875
42,0.000022649765014648438
43,0.000009894371032714844
44,0.000005066394805908203
45,-0.000002205371856689453
46,-0.0000017881393432617188
47,0.0000028014183044433594
48,-0.0000032186508178710938
49,0.000006794929504394531
50,0.000009179115295410156
51,-0.000006973743438720703
52,8.344650268554688E-7
53,-0.000007271766662597656
54,-0.000006139278411865234
55,-0.00000712275505065918
56,0.0000035762786865234375
57,0.000016689300537109375
58,0.0000014901161193847656
59,-0.000005781650543212891
60,0.0000011920928955078125
61,-0.000003039836883544922
62,0.000003337860107421875
63,0.00001430511474609375
64,-0.0000029206275939941406
65,-0.0000011920928955078125
66,0.0000029802322387695312
67,-0.000010192394256591797
68,0.000006079673767089844
69,-0.00000476837158203125
70,-0.000006794929504394531
71,-0.000006794929504394531
72,-0.000008225440979003906
73,-0.000008493661880493164
74,-0.000006303191184997559
75,-0.000005602836608886719
76,-0.000007092952728271484
77,0.000010132789611816406
78,-0.000010728836059570312
79,-3.5762786865234375E-7
80,0.0000017285346984863281
81,-0.000004708766937255859
82,-0.000012934207916259766
83,-0.0000015497207641601562
84,-0.0000017285346984863281
85,-0.000004947185516357422
86,-0.0000054836273193359375
87,-0.0000033974647521972656
88,-0.000004172325134277344
89,0.0000073909759521484375
90,0.000009000301361083984
91,-0.0000057220458984375
92,-0.000015139579772949219
93,0.000007152557373046875
94,0.000013828277587890625
95,-0.000002205371856689453
96,-0.000013887882232666016
97,0.000005364418029785156
98,0.000005781650543212891
99,-0.0000010728836059570312
100,0.000009953975677490234
101,-3.5762786865234375E-7
102,-0.000005364418029785156
103,0.000009834766387939453
104,1.1920928955078125E-7
105,-0.0000016689300537109375
106,4.76837158203125E-7
107,-0.000024497509002685547
108,-0.000007331371307373047
109,0.000008225440979003906
110,0.000011324882507324219
111,-0.000004231929779052734
112,0.000002682209014892578
113,0.000013470649719238281
114,-0.000007092952728271484
115,-0.0000014901161193847656
116,-0.00000908970832824707
117,-0.000009685754776000977
118,-0.000009775161743164062
119,0.000025719404220581055
120,-0.000002086162567138672
121,0.000006794929504394531
122,0.000009894371032714844
123,7.152557373046875E-7
124,0.0000029802322387695312
125,0.000004678964614868164
126,0.000004470348358154297
127,-0.0000069141387939453125
128,-0.000001996755599975586
129,0.0000026226043701171875
130,-0.0000073015689849853516
131,0.000013053417205810547
132,-0.0000059604644775390625
133,0.000014573335647583008
134,0.000009179115295410156
135,-0.000008106231689453125
136,-0.00001436471939086914
137,-0.000007867813110351562
138,0.000006258487701416016
139,-0.00000858306884765625
140,0.0000024437904357910156
141,-0.0000020265579223632812
142,4.76837158203125E-7
143,-0.000008404254913330078
144,-0.0000018775463104248047
145,0.000007987022399902344
146,-0.000009298324584960938
147,-0.0000036954879760742188
148,0.00001823902130126953
149,0.00001519918441772461
150,0.00001150369644165039
