element,result
1,3.1086244689504383E-15
2,-6.661338147750939E-16
3,1.3322676295501878E-15
4,-2.6645352591003757E-15
5,3.219646771412954E-15
6,2.942091015256665E-15
7,-5.134781488891349E-15
8,6.8833827526759706E-15
9,-7.771561172376096E-16
10,6.661338147750939E-16
11,1.2212453270876722E-15
12,-9.992007221626409E-16
13,3.3306690738754696E-16
14,3.552713678800501E-15
15,-1.1102230246251565E-16
16,4.9960036108132044E-15
17,-1.887379141862766E-15
18,5.10702591327572E-15
19,6.106226635438361E-16
20,1.2212453270876722E-15
21,2.3314683517128287E-15
22,4.107825191113079E-15
23,-1.3322676295501878E-15
24,1.9984014443252818E-15
25,1.7763568394002505E-15
26,-4.551914400963142E-15
27,-5.329070518200751E-15
28,-2.4424906541753444E-15
29,1.6653345369377348E-16
30,-8.881784197001252E-16
31,-6.772360450213455E-15
32,-3.774758283725532E-15
33,-1.6653345369377348E-15
34,-9.992007221626409E-16
35,1.2212453270876722E-15
36,4.440892098500626E-16
37,-1.5543122344752192E-15
38,-2.220446049250313E-16
39,2.3314683517128287E-15
40,1.7763568394002505E-15
41,1.4432899320127035E-15
42,-9.992007221626409E-16
43,1.4432899320127035E-15
44,4.6629367034256575E-15
45,2.4424906541753444E-15
46,-2.220446049250313E-16
47,6.00908212078366E-15
48,-1.049160758270773E-14
49,8.659739592076221E-15
50,-2.220446049250313E-15
