element,result
1,-1.7208456881689926E-15
2,4.08006961549745E-15
3,-4.718447854656915E-15
4,5.218048215738236E-15
5,9.992007221626409E-16
6,-1.1102230246251565E-16
7,3.219646771412954E-15
8,-1.2212453270876722E-15
9,-1.4432899320127035E-15
10,-1.8318679906315083E-15
11,1.7208456881689926E-15
12,1.5543122344752192E-15
13,-4.218847493575595E-15
14,1.2212453270876722E-15
15,2.55351295663786E-15
16,4.385380947269368E-15
17,-4.3298697960381105E-15
18,6.106226635438361E-16
19,3.219646771412954E-15
20,-1.1102230246251565E-16
21,-2.220446049250313E-15
22,-3.941291737419306E-15
23,9.992007221626409E-16
24,-2.7200464103316335E-15
25,-1.0824674490095276E-15
26,-1.1934897514720433E-15
27,-7.771561172376096E-16
28,-3.885780586188048E-15
29,5.995204332975845E-15
30,-9.992007221626409E-16
31,-2.4424906541753444E-15
32,-1.1102230246251565E-15
33,1.7208456881689926E-15
34,1.1102230246251565E-16
35,1.1934897514720433E-15
36,2.4424906541753444E-15
37,9.992007221626409E-16
38,4.440892098500626E-16
39,-4.829470157119431E-15
40,-1.1102230246251565E-15
41,-2.3314683517128287E-15
42,-2.220446049250313E-15
43,1.2490009027033011E-15
44,-2.220446049250313E-15
45,6.661338147750939E-16
46,2.4424906541753444E-15
47,7.216449660063518E-15
48,-4.773959005888173E-15
49,-4.996003610813204E-16
50,-2.5951463200613034E-15
51,0.0
52,7.327471962526033E-15
53,-4.773959005888173E-15
54,3.219646771412954E-15
55,-2.4980018054066022E-15
56,-3.3306690738754696E-15
57,-2.220446049250313E-15
58,-5.2735593669694936E-15
59,4.551914400963142E-15
60,-2.220446049250313E-15
61,-1.6375789613221059E-15
62,4.3298697960381105E-15
63,1.5543122344752192E-15
64,-5.551115123125783E-16
65,3.885780586188048E-15
66,1.3322676295501878E-15
67,6.106226635438361E-16
68,2.2620794126737565E-15
69,-2.609024107869118E-15
70,1.4988010832439613E-15
71,-1.0547118733938987E-15
72,1.1102230246251565E-15
73,2.609024107869118E-15
74,4.6629367034256575E-15
75,-1.1102230246251565E-16
76,1.096345236817342E-15
77,-4.718447854656915E-16
78,2.220446049250313E-16
79,3.6637359812630166E-15
80,-6.661338147750939E-16
81,1.97758476261356E-15
82,1.2212453270876722E-15
83,-2.7755575615628914E-15
84,1.0269562977782698E-15
85,4.898859096158503E-15
86,5.6066262743570405E-15
87,-1.0824674490095276E-15
88,2.0539125955565396E-15
89,-8.881784197001252E-16
90,1.2212453270876722E-15
91,1.2212453270876722E-15
92,1.7763568394002505E-15
93,-4.440892098500626E-16
94,-7.771561172376096E-16
95,1.1657341758564144E-15
96,3.011479954295737E-15
97,2.9976021664879227E-15
98,3.885780586188048E-16
99,5.564992910933597E-15
100,2.886579864025407E-15
