element,result
1,-14.939452171325684
2,0.1386738121509552
3,3.58298397064209
4,-0.33260974287986755
5,-4.622010231018066
6,14.566588401794434
7,-3.0870423316955566
8,8.147160530090332
9,-8.503259658813477
10,0.9992642402648926
11,5.340924263000488
12,-5.01657772064209
13,-9.782491683959961
14,2.5119247436523438
15,10.89670467376709
16,5.532442569732666
17,-0.37883853912353516
18,0.8685949444770813
19,6.927484512329102
20,6.054022312164307
21,11.157634735107422
22,10.381298065185547
23,0.9966806769371033
24,12.10014533996582
25,-15.61747932434082
26,-8.974145889282227
27,-2.967144250869751
28,-5.286858081817627
29,-16.367338180541992
30,2.665010452270508
31,-11.80249309539795
32,-9.193697929382324
33,-4.3899030685424805
34,3.4549520015716553
35,-1.934592843055725
36,-10.826946258544922
37,6.496453285217285
38,-9.755635261535645
39,1.0595401525497437
40,-5.6717352867126465
41,-13.257227897644043
42,12.70439624786377
43,-0.8126042485237122
44,7.834171295166016
45,-7.58597469329834
46,11.964555740356445
47,-5.638025283813477
48,-6.95181131362915
49,-15.323877334594727
50,12.321131706237793
51,-5.414336204528809
52,7.870779037475586
53,-4.962947368621826
54,-4.591537952423096
55,-2.1324005126953125
56,-16.240943908691406
57,-1.3530511856079102
58,1.777691125869751
59,1.8566867113113403
60,4.876003742218018
61,1.3333269357681274
62,-5.51548957824707
63,7.900289535522461
64,0.6151145100593567
65,2.2489681243896484
66,-6.09207820892334
67,-3.0691847801208496
68,-8.136507034301758
69,-13.889595985412598
70,3.1350252628326416
71,13.837079048156738
72,5.222052097320557
73,3.5770084857940674
74,11.345937728881836
75,-8.328352928161621
76,-3.2373099327087402
77,6.440454483032227
78,-3.9511919021606445
79,-2.723196268081665
80,9.614168167114258
81,9.236839294433594
82,-8.996519088745117
83,-6.832337379455566
84,-12.526937484741211
85,18.589841842651367
86,-7.341899871826172
87,2.9205121994018555
88,8.84600830078125
89,1.7681306600570679
90,10.795221328735352
91,0.13061383366584778
92,-8.466038703918457
93,-1.4911341667175293
94,10.24785041809082
95,6.731461524963379
96,6.93575382232666
97,3.635941982269287
98,2.736152172088623
99,0.15551620721817017
100,5.088134765625
101,2.7506449222564697
102,0.09097376465797424
103,-1.481357216835022
104,-1.5524096488952637
105,-13.59018325805664
106,-5.0465898513793945
107,11.478231430053711
108,-7.557340145111084
109,-5.309074401855469
110,11.818979263305664
111,1.6265034675598145
112,-6.061673164367676
113,7.470219135284424
114,9.334050178527832
115,6.298652172088623
116,3.655355930328369
117,7.853118419647217
118,-3.5777602195739746
119,-3.1312289237976074
120,-7.3967084884643555
121,16.49964141845703
122,13.334885597229004
123,9.22668170928955
124,3.1372103691101074
125,4.792688846588135
126,-4.881959438323975
127,-7.486028671264648
128,-3.8693044185638428
129,-15.531197547912598
130,-4.797218322753906
131,-2.7725281715393066
132,-3.1315622329711914
133,0.4622953236103058
134,-7.03378963470459
135,-1.6999367475509644
136,5.375955104827881
137,4.500847339630127
138,4.115043640136719
139,4.095207214355469
140,-2.337777614593506
141,-5.777978897094727
142,-7.98975944519043
143,-1.6225193738937378
144,-4.6443023681640625
145,12.028155326843262
146,-7.200434684753418
147,0.02434040606021881
148,0.1676812767982483
149,-2.031914710998535
150,-2.368990182876587
