element,result
1,4.0008449968881905
2,-10.259637126233429
3,0.05381260672584176
4,-7.858869258314371
5,13.34164551505819
6,0.07467788574285805
7,-4.501781296450645
8,3.6606852882541716
9,-0.5454445162322372
10,2.212271876865998
11,2.646561744157225
12,-3.637692620512098
13,2.425516295945272
14,-13.218966444022954
15,0.5919106164947152
16,-7.133440187899396
17,-7.505207157926634
18,-6.14946075482294
19,-1.7194026345387101
20,-4.766152455471456
21,0.06863641808740795
22,-6.099227391881868
23,6.653077678522095
24,-3.9435115351807326
25,-2.9463145723566413
26,6.219255332835019
27,4.255442012101412
28,2.5127597593236715
29,-0.19130951073020697
30,1.0553742637857795
31,-6.297709756996483
32,4.924968589330092
33,0.24940801225602627
34,-0.2547590830363333
35,-3.4706325044389814
36,-7.580478025833145
37,-8.395109155215323
38,2.6960470979101956
39,6.3687744967173785
40,-0.6837342595681548
41,5.6788158363197
42,-7.790340374689549
43,-5.440848788246512
44,4.906568949809298
45,3.0461654507089406
46,-0.14062315877526999
47,6.607782097533345
48,1.3883387222886086
49,-0.46243102359585464
50,-3.8520837775431573
51,2.6002485847566277
52,-1.1942845054436475
53,-11.549299482721835
54,6.215951419202611
55,-9.144650378031656
56,1.1966130654327571
57,-0.3712025119457394
58,3.635289357509464
59,-6.756250923732296
60,7.39981890656054
61,-0.08573420252650976
62,-2.8333031015936285
63,-6.4868478290736675
64,5.589993359753862
65,-2.196802144870162
66,3.715824895305559
67,-10.131790922721848
68,-1.2632839435245842
69,-0.6411443420220166
70,3.6023014744278044
71,5.729032951872796
72,-5.0158100731205195
73,-1.9790775727014989
74,-3.4609563888516277
75,-5.26655882387422
76,-1.9741880167275667
77,-1.044029425829649
78,-1.2382956396322697
79,3.7343826279975474
80,4.765860034385696
81,-3.4690923201851547
82,2.3947063898667693
83,-2.268088995711878
84,3.6663581172470003
85,-2.593537147855386
86,16.851202360820025
87,-0.9748247228562832
88,-0.7219964354299009
89,5.5945809204131365
90,0.19273119466379285
91,-4.968743999954313
92,-0.842151117278263
93,1.2168460320681334
94,5.6450849967077374
95,5.992336792871356
96,-5.152707006549463
97,6.33658240432851
98,-5.841871299315244
99,-1.1923332221340388
100,18.619541773106903
